iot_start, iot_end, edge_start1, edge_end1, cloud_start, cloud_end, edge_start2, edge_end2
1737306068.9313338,1737306159.1561728,1737306068.9448051,1737306069.0578845,1737306069.0686913,1737306069.1426835,1737306069.1463246,1737306069.14643
1737306124.2885075,1737306454.5814874,1737306124.305343,1737306124.422055,1737306124.4373734,1737306124.541166,1737306124.5457773,1737306124.5458531
1737306472.9763243,1737306593.296534,1737306472.9926739,1737306473.1099715,1737306473.1248071,1737306473.2274253,1737306473.2303293,1737306473.2304487
1737306469.5354643,1737306709.804611,1737306469.5525727,1737306469.6759543,1737306469.695138,1737306469.7773821,1737306469.7807596,1737306469.7808337
1737306468.369486,1737306858.6893647,1737306468.389494,1737306468.5079677,1737306468.5203946,1737306468.6097806,1737306468.6135902,1737306468.6136658
1737306876.2521589,1737306936.9424214,1737306876.313704,1737306876.4360552,1737306876.4486046,1737306876.9242918,1737306876.928222,1737306876.9282813
