iot_start, iot_end, edge_start1, edge_end1, cloud_start, cloud_end, edge_start2, edge_end2
1737545446.9352686,1737545448.0404923,1737545446.9516833,1737545447.069702,1737545447.0811481,1737545447.9478993,1737545447.9509804,1737545447.9510858
1737545446.9352686,1737545448.0972326,1737545446.9516833,1737545447.069702,1737545447.0811481,1737545447.9478993,1737545447.9509804,1737545447.9510858
1737545451.1752462,1737545451.886184,1737545451.2076614,1737545451.3200622,1737545451.3325133,1737545451.8530505,1737545451.8559408,1737545451.8560169
1737545451.1752462,1737545452.021806,1737545451.2076614,1737545451.3200622,1737545451.3325133,1737545451.8530505,1737545451.8559408,1737545451.8560169
1737545451.1752462,1737545452.064508,1737545451.2076614,1737545451.3200622,1737545451.3325133,1737545451.8530505,1737545451.8559408,1737545451.8560169
1737545453.283571,1737545453.9888895,1737545453.3362637,1737545453.4539437,1737545453.4704456,1737545453.9643247,1737545453.9673216,1737545453.967425
1737545453.283571,1737545454.0335534,1737545453.3362637,1737545453.4539437,1737545453.4704456,1737545453.9643247,1737545453.9673216,1737545453.967425
1737545453.283571,1737545454.164314,1737545453.3362637,1737545453.4554276,1737545453.4714549,1737545454.141433,1737545454.1443813,1737545454.1444426
1737545453.283571,1737545454.2018583,1737545453.3362637,1737545453.4554276,1737545453.4714549,1737545454.141433,1737545454.1443813,1737545454.1444426
1737545453.283571,1737545454.240074,1737545453.3362637,1737545453.4554276,1737545453.4714549,1737545454.141433,1737545454.1443813,1737545454.1444426
1737545453.283571,1737545454.2808223,1737545453.3362637,1737545453.4554276,1737545453.4714549,1737545454.141433,1737545454.1443813,1737545454.1444426
1737545700.809959,1737545701.6819966,1737545700.8449712,1737545700.966613,1737545700.9890006,1737545701.5971544,1737545701.6006498,1737545701.6007535
1737546059.1862907,1737546059.9180253,1737546059.2066715,1737546059.3261912,1737546059.3438294,1737546059.8421214,1737546059.8449175,1737546059.8449693
1737546063.3413146,1737546064.1244023,1737546063.3753572,1737546063.493213,1737546063.5154226,1737546064.0491893,1737546064.0520952,1737546064.0521731
1737546063.3413146,1737546064.1668172,1737546063.3753572,1737546063.493213,1737546063.5154226,1737546064.0491893,1737546064.0520952,1737546064.0521731
1737546065.4141448,1737546065.7175226,1737546065.4447942,1737546065.558379,1737546065.5745416,1737546065.685478,1737546065.6888652,1737546065.6889591
1737546065.4141448,1737546065.7622495,1737546065.4447942,1737546065.558379,1737546065.5745416,1737546065.685478,1737546065.6888652,1737546065.6889591
1737546065.4141448,1737546066.1685164,1737546065.4447942,1737546065.5602744,1737546065.574536,1737546066.1429589,1737546066.1456878,1737546066.1457667
1737546065.4141448,1737546066.2068043,1737546065.4447942,1737546065.5602744,1737546065.574536,1737546066.1429589,1737546066.1456878,1737546066.1457667
1737546067.4922905,1737546067.757459,1737546067.5091722,1737546067.6194282,1737546067.6347764,1737546067.728717,1737546067.731792,1737546067.7318578
1737546088.1275332,1737546088.3831491,1737546088.144528,1737546088.2619858,1737546088.2749338,1737546088.3524377,1737546088.3557472,1737546088.355848
1737546088.1275332,1737546088.4168823,1737546088.144528,1737546088.2619858,1737546088.2749338,1737546088.3524377,1737546088.3557472,1737546088.355848
1737546088.1275332,1737546088.437323,1737546088.144528,1737546088.2619858,1737546088.2749338,1737546088.3524377,1737546088.3557472,1737546088.355848
1737546090.1846724,1737546090.4632626,1737546090.2022247,1737546090.3181393,1737546090.3299139,1737546090.4369628,1737546090.4396732,1737546090.4397435
1737546090.1846724,1737546090.4902678,1737546090.2022247,1737546090.3181393,1737546090.3299139,1737546090.4369628,1737546090.4396732,1737546090.4397435
1737546251.8516486,1737546252.6963696,1737546251.8858206,1737546252.0027492,1737546252.015636,1737546252.6226618,1737546252.625439,1737546252.6254935
1737546251.8516486,1737546252.8197916,1737546251.8858206,1737546252.0027492,1737546252.015636,1737546252.6226618,1737546252.625439,1737546252.6254935
1737546256.0185995,1737546256.7284515,1737546256.0377383,1737546256.1514568,1737546256.1647005,1737546256.6533732,1737546256.6562214,1737546256.656273
1737546258.0977545,1737546258.3654795,1737546258.1173053,1737546258.2388687,1737546258.2589812,1737546258.3336244,1737546258.336194,1737546258.3362572
1737546258.0977545,1737546258.4137344,1737546258.1173053,1737546258.2404425,1737546258.2584038,1737546258.35897,1737546258.3617063,1737546258.3617496
1737546498.6540723,1737546498.9388359,1737546498.6782174,1737546498.7955718,1737546498.8127162,1737546498.910619,1737546498.9138222,1737546498.913895
1737546498.6540723,1737546499.0629675,1737546498.6782174,1737546498.7955718,1737546498.8127162,1737546498.910619,1737546498.9138222,1737546498.913895
1737546873.2792218,1737546873.9984088,1737546873.2938116,1737546873.410609,1737546873.4271517,1737546873.9315193,1737546873.9346797,1737546873.9347563
1737546877.4281814,1737546877.925663,1737546877.5277467,1737546877.641305,1737546877.6555498,1737546877.8370821,1737546877.840064,1737546877.8401492
1737546877.4281814,1737546877.9662876,1737546877.5277467,1737546877.641305,1737546877.6555498,1737546877.8370821,1737546877.840064,1737546877.8401492
1737546877.4281814,1737546877.9867156,1737546877.5277467,1737546877.641305,1737546877.6555498,1737546877.8370821,1737546877.840064,1737546877.8401492
1737546877.4281814,1737546878.0431292,1737546877.5277467,1737546877.641305,1737546877.6555498,1737546877.8370821,1737546877.840064,1737546877.8401492
1737546877.4281814,1737546878.0683515,1737546877.5277467,1737546877.641305,1737546877.6555498,1737546877.8370821,1737546877.840064,1737546877.8401492
1737546879.5818968,1737546879.834025,1737546879.5984364,1737546879.7175763,1737546879.7325091,1737546879.8106759,1737546879.8138483,1737546879.813913
1737546879.5818968,1737546880.0764396,1737546879.5984364,1737546879.821028,1737546879.8334262,1737546880.0525112,1737546880.0590165,1737546880.0590725
1737546879.5818968,1737546880.1246696,1737546879.5984364,1737546879.821028,1737546879.8334262,1737546880.0525112,1737546880.0590165,1737546880.0590725
1737546879.5818968,1737546880.16083,1737546879.5984364,1737546879.821028,1737546879.8334262,1737546880.0525112,1737546880.0590165,1737546880.0590725
1737546881.6987138,1737546882.07826,1737546881.7133183,1737546881.9686306,1737546881.981372,1737546882.0528507,1737546882.0595667,1737546882.059697
1737546881.6987138,1737546882.1083047,1737546881.7133183,1737546881.9686306,1737546881.981372,1737546882.0528507,1737546882.0595667,1737546882.059697
1737546881.6987138,1737546882.135428,1737546881.7133183,1737546881.9686306,1737546881.981372,1737546882.0528507,1737546882.0595667,1737546882.059697
1737546902.6215231,1737546903.321278,1737546902.7609499,1737546902.8851688,1737546902.9035008,1737546903.297067,1737546903.3003328,1737546903.3004117
1737546902.6215231,1737546903.3653736,1737546902.7609499,1737546902.8851688,1737546902.9035008,1737546903.297067,1737546903.3003328,1737546903.3004117
1737546904.7623785,1737546905.7300804,1737546904.7949312,1737546904.953667,1737546904.9748914,1737546905.704923,1737546905.7079287,1737546905.708043
1737547066.516556,1737547067.2853656,1737547066.5447166,1737547066.6614013,1737547066.676154,1737547067.2128375,1737547067.2153544,1737547067.2154121
1737547066.516556,1737547067.374142,1737547066.5447166,1737547066.6614013,1737547066.676154,1737547067.2128375,1737547067.2153544,1737547067.2154121
1737547070.7747269,1737547071.0827928,1737547070.7897325,1737547070.9061365,1737547070.920163,1737547070.998029,1737547071.0013218,1737547071.001414
1737547070.7747269,1737547071.1211112,1737547070.7897325,1737547070.9061365,1737547070.920163,1737547070.998029,1737547071.0013218,1737547071.001414
1737547070.7747269,1737547071.1589339,1737547070.7897325,1737547070.9061365,1737547070.920163,1737547070.998029,1737547071.0013218,1737547071.001414
1737547072.942918,1737547073.1993797,1737547072.9625237,1737547073.0887694,1737547073.1042793,1737547073.1736748,1737547073.1759865,1737547073.1760602
1737547072.942918,1737547073.2330096,1737547072.9625237,1737547073.0872357,1737547073.0995927,1737547073.2069821,1737547073.2101736,1737547073.2102253
1737547072.942918,1737547073.2645624,1737547072.9625237,1737547073.0872357,1737547073.0995927,1737547073.2069821,1737547073.2101736,1737547073.2102253
1737547317.1700583,1737547317.5144906,1737547317.205215,1737547317.3242092,1737547317.3393798,1737547317.436322,1737547317.4393938,1737547317.4394732
