iot_start, iot_end, edge_start1, edge_end1, cloud_start, cloud_end, edge_start2, edge_end2
1737545415.6247113,1737545416.4246678,1737545415.753555,1737545415.869949,1737545415.8828158,1737545416.3852096,1737545416.3879411,1737545416.3880327
1737545415.6247113,1737545416.4692583,1737545415.753555,1737545415.869949,1737545415.8828158,1737545416.3852096,1737545416.3879411,1737545416.3880327
1737545415.6247113,1737545416.499433,1737545415.753555,1737545415.869949,1737545415.8828158,1737545416.3852096,1737545416.3879411,1737545416.3880327
1737546103.6882603,1737546104.122859,1737546103.720551,1737546103.8357067,1737546103.8533876,1737546104.098545,1737546104.1019638,1737546104.1020422
1737546103.6882603,1737546104.2628858,1737546103.720551,1737546103.8357067,1737546103.8533876,1737546104.098545,1737546104.1019638,1737546104.1020422
1737546103.6882603,1737546104.2821786,1737546103.720551,1737546103.8357067,1737546103.8533876,1737546104.098545,1737546104.1019638,1737546104.1020422
1737546185.9157202,1737546186.2265375,1737546185.9517014,1737546186.0685601,1737546186.0821366,1737546186.150623,1737546186.1538856,1737546186.15396
1737546459.7223818,1737546460.0262046,1737546459.7429178,1737546459.86566,1737546459.8784623,1737546459.9521666,1737546459.9556923,1737546459.9557917
1737547148.2220714,1737547148.7236881,1737547148.2595675,1737547148.3781157,1737547148.3971944,1737547148.638679,1737547148.6423137,1737547148.6426086
1737547230.4766183,1737547230.8131762,1737547230.499776,1737547230.6159205,1737547230.632222,1737547230.7074006,1737547230.7100883,1737547230.710153
1737547230.4766183,1737547230.9846396,1737547230.499776,1737547230.6159205,1737547230.632222,1737547230.7074006,1737547230.7100883,1737547230.710153
1737547230.4766183,1737547231.0361052,1737547230.499776,1737547230.6159205,1737547230.632222,1737547230.7074006,1737547230.7100883,1737547230.710153
1737547230.4766183,1737547231.067119,1737547230.499776,1737547230.6159205,1737547230.632222,1737547230.7074006,1737547230.7100883,1737547230.710153
1737547230.4766183,1737547231.100942,1737547230.499776,1737547230.6159205,1737547230.632222,1737547230.7074006,1737547230.7100883,1737547230.710153
1737547505.3864677,1737547506.23731,1737547505.423724,1737547505.5443542,1737547505.5577874,1737547506.1311152,1737547506.134177,1737547506.134688
1737547505.3864677,1737547506.3175747,1737547505.423724,1737547505.5443542,1737547505.5577874,1737547506.1311152,1737547506.134177,1737547506.134688
1737547505.3864677,1737547506.3429174,1737547505.423724,1737547505.5443542,1737547505.5577874,1737547506.1311152,1737547506.134177,1737547506.134688
1737547505.3864677,1737547506.3806996,1737547505.423724,1737547505.5443542,1737547505.5577874,1737547506.1311152,1737547506.134177,1737547506.134688
