iot_start, iot_end, edge_start1, edge_end1, cloud_start, cloud_end, edge_start2, edge_end2
1737554270.3348768,1737554271.2395697,1737554270.4866385,1737554270.6022913,1737554270.6210618,1737554271.1835413,1737554271.1864552,1737554271.1865063
1737554270.3348768,1737554271.3059318,1737554270.4866385,1737554270.6022913,1737554270.6210618,1737554271.1835413,1737554271.1864552,1737554271.1865063
1737554275.882283,1737554276.757729,1737554275.998475,1737554276.113862,1737554276.1352534,1737554276.731174,1737554276.7340617,1737554276.7341754
1737554275.882283,1737554276.84461,1737554275.998475,1737554276.113862,1737554276.1352534,1737554276.731174,1737554276.7340617,1737554276.7341754
1737554275.882283,1737554276.8770678,1737554275.998475,1737554276.113862,1737554276.1352534,1737554276.731174,1737554276.7340617,1737554276.7341754
1737554276.9800572,1737554277.3304858,1737554277.066241,1737554277.180049,1737554277.2016544,1737554277.3009331,1737554277.3036854,1737554277.3037548
1737554276.9800572,1737554277.3600016,1737554277.066241,1737554277.180049,1737554277.2016544,1737554277.3009331,1737554277.3036854,1737554277.3037548
1737554276.9800572,1737554277.399598,1737554277.066241,1737554277.180049,1737554277.2016544,1737554277.3009331,1737554277.3036854,1737554277.3037548
1737554276.9800572,1737554277.4658058,1737554277.066241,1737554277.3115332,1737554277.3216298,1737554277.4422467,1737554277.4444785,1737554277.4446049
1737554276.9800572,1737554277.5107682,1737554277.066241,1737554277.3115332,1737554277.3216298,1737554277.4422467,1737554277.4444785,1737554277.4446049
1737554280.2365818,1737554280.6563213,1737554280.3813179,1737554280.4945245,1737554280.5110755,1737554280.6239018,1737554280.6268957,1737554280.626972
1737554280.2365818,1737554280.6814604,1737554280.3813179,1737554280.4945245,1737554280.5110755,1737554280.6239018,1737554280.6268957,1737554280.626972
1737554519.1331644,1737554519.907137,1737554519.1776416,1737554519.2924786,1737554519.3054023,1737554519.8376894,1737554519.8405523,1737554519.8406312
1737554630.1302478,1737554630.9463372,1737554630.1560993,1737554630.2757168,1737554630.2931764,1737554630.8676255,1737554630.8713715,1737554630.871447
1737554630.1302478,1737554631.094082,1737554630.1560993,1737554630.2757168,1737554630.2931764,1737554630.8676255,1737554630.8713715,1737554630.871447
1737554881.9516373,1737554882.792418,1737554881.9705548,1737554882.0887434,1737554882.107568,1737554882.7152696,1737554882.718583,1737554882.7186964
1737554883.0249887,1737554883.3879986,1737554883.0754828,1737554883.1930058,1737554883.2096307,1737554883.3157709,1737554883.3186235,1737554883.318746
1737554883.0249887,1737554883.42985,1737554883.0754828,1737554883.1930058,1737554883.2096307,1737554883.3157709,1737554883.3186235,1737554883.318746
1737554886.3466506,1737554886.6566038,1737554886.4361162,1737554886.5499492,1737554886.5636158,1737554886.6356475,1737554886.639065,1737554886.639141
1737554886.3466506,1737554886.6888063,1737554886.4361162,1737554886.5499492,1737554886.5636158,1737554886.6356475,1737554886.639065,1737554886.639141
1737554886.3466506,1737554886.7358062,1737554886.4361162,1737554886.5499492,1737554886.5636158,1737554886.6356475,1737554886.639065,1737554886.639141
1737554888.4591897,1737554888.7801814,1737554888.5519426,1737554888.6689088,1737554888.6839597,1737554888.756181,1737554888.7597442,1737554888.7598162
1737554888.4591897,1737554888.8049283,1737554888.5519426,1737554888.6689088,1737554888.6839597,1737554888.756181,1737554888.7597442,1737554888.7598162
1737554888.4591897,1737554888.8438847,1737554888.5519426,1737554888.6689088,1737554888.6839597,1737554888.756181,1737554888.7597442,1737554888.7598162
1737554888.4591897,1737554889.2995524,1737554888.5519426,1737554888.6707594,1737554888.684836,1737554889.2764566,1737554889.2798958,1737554889.2799673
1737554888.4591897,1737554889.335176,1737554888.5519426,1737554888.6707594,1737554888.684836,1737554889.2764566,1737554889.2798958,1737554889.2799673
1737554888.4591897,1737554889.3659487,1737554888.5519426,1737554888.6707594,1737554888.684836,1737554889.2764566,1737554889.2798958,1737554889.2799673
1737554888.4591897,1737554889.404193,1737554888.5519426,1737554888.6707594,1737554888.684836,1737554889.2764566,1737554889.2798958,1737554889.2799673
1737554888.4591897,1737554889.4435985,1737554888.5519426,1737554888.6707594,1737554888.684836,1737554889.2764566,1737554889.2798958,1737554889.2799673
1737554888.4591897,1737554889.506057,1737554888.5519426,1737554888.6707594,1737554888.684836,1737554889.2764566,1737554889.2798958,1737554889.2799673
1737554888.4591897,1737554889.555987,1737554888.5519426,1737554888.6707594,1737554888.684836,1737554889.2764566,1737554889.2798958,1737554889.2799673
1737554890.654137,1737554891.5514662,1737554890.7933285,1737554890.916142,1737554890.9378266,1737554891.5256054,1737554891.5292723,1737554891.5293472
1737554890.654137,1737554891.5768857,1737554890.7933285,1737554890.916142,1737554890.9378266,1737554891.5256054,1737554891.5292723,1737554891.5293472
1737554891.7290342,1737554892.081304,1737554891.856316,1737554891.9715793,1737554891.9912753,1737554892.058192,1737554892.0616035,1737554892.0616739
1737554891.7290342,1737554892.1223125,1737554891.856316,1737554891.9715793,1737554891.9912753,1737554892.058192,1737554892.0616035,1737554892.0616739
1737554910.8535683,1737554911.2022202,1737554910.8757622,1737554910.9932315,1737554911.0080018,1737554911.1776786,1737554911.1806047,1737554911.1806996
1737554910.8535683,1737554911.223042,1737554910.8757622,1737554910.9932315,1737554911.0080018,1737554911.1776786,1737554911.1806047,1737554911.1806996
1737554911.9265213,1737554912.6193154,1737554911.9417725,1737554912.057112,1737554912.0702426,1737554912.5982735,1737554912.6015677,1737554912.601674
1737554912.989307,1737554913.6798103,1737554913.0054185,1737554913.1215649,1737554913.1368036,1737554913.6570752,1737554913.661027,1737554913.6611314
1737554914.0266604,1737554914.3044953,1737554914.050876,1737554914.1687539,1737554914.1834168,1737554914.2751522,1737554914.2838523,1737554914.28393
1737554914.0266604,1737554914.338741,1737554914.050876,1737554914.1687539,1737554914.1834168,1737554914.2751522,1737554914.2838523,1737554914.28393
1737554914.0266604,1737554914.3572636,1737554914.050876,1737554914.1687539,1737554914.1834168,1737554914.2751522,1737554914.2838523,1737554914.28393
1737555076.2913587,1737555077.071849,1737555076.306551,1737555076.418786,1737555076.4321282,1737555076.995814,1737555076.9988625,1737555076.9989214
1737555081.5151331,1737555081.8134627,1737555081.5282443,1737555081.6470087,1737555081.6631172,1737555081.7763948,1737555081.7795594,1737555081.7796376
1737555081.5151331,1737555081.8349955,1737555081.5282443,1737555081.6470087,1737555081.6631172,1737555081.7763948,1737555081.7795594,1737555081.7796376
1737555081.5151331,1737555081.8818707,1737555081.5282443,1737555081.6470087,1737555081.6631172,1737555081.7763948,1737555081.7795594,1737555081.7796376
1737555082.5616646,1737555082.8363495,1737555082.5882528,1737555082.7049897,1737555082.7186897,1737555082.817322,1737555082.8202572,1737555082.8203263
1737555082.5616646,1737555083.2736013,1737555082.5882528,1737555082.7065096,1737555082.720212,1737555083.2488804,1737555083.2529385,1737555083.2530148
1737555085.708653,1737555086.0123317,1737555085.723278,1737555085.8363736,1737555085.8608587,1737555085.9852881,1737555085.988187,1737555085.988288
1737555085.708653,1737555086.0425673,1737555085.723278,1737555085.8363736,1737555085.8608587,1737555085.9852881,1737555085.988187,1737555085.988288
1737555085.708653,1737555086.0904572,1737555085.723278,1737555085.8363736,1737555085.8608587,1737555085.9852881,1737555085.988187,1737555085.988288
1737555085.708653,1737555086.1381698,1737555085.723278,1737555085.8363736,1737555085.8608587,1737555085.9852881,1737555085.988187,1737555085.988288
1737555325.0269628,1737555325.8386657,1737555325.1118338,1737555325.2319615,1737555325.2463045,1737555325.76673,1737555325.769792,1737555325.7698925
1737555325.0269628,1737555325.9453034,1737555325.1118338,1737555325.2319615,1737555325.2463045,1737555325.76673,1737555325.769792,1737555325.7698925
