iot_start, iot_end, edge_start1, edge_end1, cloud_start, cloud_end, edge_start2, edge_end2
1737554293.5191712,1737554294.5477874,1737554293.5338907,1737554294.3612773,1737554294.371843,1737554294.5149393,1737554294.5186486,1737554294.518708
1737554350.5093164,1737554350.8099115,1737554350.5281825,1737554350.6459036,1737554350.6617348,1737554350.780815,1737554350.7834713,1737554350.7835693
1737554350.5093164,1737554350.8484159,1737554350.5281825,1737554350.6459036,1737554350.6617348,1737554350.780815,1737554350.7834713,1737554350.7835693
1737554694.946755,1737554695.417917,1737554694.9672515,1737554695.0858345,1737554695.102081,1737554695.1910107,1737554695.1936855,1737554695.193808
1737554694.946755,1737554695.5588944,1737554694.9672515,1737554695.0858345,1737554695.102081,1737554695.1910107,1737554695.1936855,1737554695.193808
1737554696.0387268,1737554696.3016267,1737554696.057022,1737554696.1801894,1737554696.1953335,1737554696.2728474,1737554696.2756908,1737554696.2757838
1737554696.0387268,1737554696.355622,1737554696.057022,1737554696.1801894,1737554696.1953335,1737554696.2728474,1737554696.2756908,1737554696.2757838
1737554696.0387268,1737554696.400659,1737554696.057022,1737554696.1801894,1737554696.1953335,1737554696.2728474,1737554696.2756908,1737554696.2757838
1737554696.0387268,1737554696.435732,1737554696.057022,1737554696.1801894,1737554696.1953335,1737554696.2728474,1737554696.2756908,1737554696.2757838
1737554696.0387268,1737554696.4549258,1737554696.057022,1737554696.1801894,1737554696.1953335,1737554696.2728474,1737554696.2756908,1737554696.2757838
1737554699.300732,1737554699.5704205,1737554699.3228276,1737554699.4385822,1737554699.4551895,1737554699.5413296,1737554699.5439014,1737554699.5439734
1737554699.300732,1737554699.5961459,1737554699.3228276,1737554699.4385822,1737554699.4551895,1737554699.5413296,1737554699.5439014,1737554699.5439734
1737554699.300732,1737554699.6969695,1737554699.3228276,1737554699.4385822,1737554699.4551895,1737554699.5413296,1737554699.5439014,1737554699.5439734
1737555104.9945414,1737555105.6750555,1737555105.1265624,1737555105.4972644,1737555105.5120304,1737555105.5887334,1737555105.5914624,1737555105.591528
1737555104.9945414,1737555105.7857826,1737555105.1265624,1737555105.4972644,1737555105.5120304,1737555105.5887334,1737555105.5914624,1737555105.591528
1737555162.0915098,1737555162.3541293,1737555162.121709,1737555162.2362967,1737555162.2474341,1737555162.3253784,1737555162.328149,1737555162.3282256
1737555162.0915098,1737555162.3858914,1737555162.121709,1737555162.2362967,1737555162.2474341,1737555162.3253784,1737555162.328149,1737555162.3282256
1737555162.0915098,1737555162.4629722,1737555162.121709,1737555162.2362967,1737555162.2474341,1737555162.3253784,1737555162.328149,1737555162.3282256
1737555162.0915098,1737555162.502605,1737555162.121709,1737555162.2362967,1737555162.2474341,1737555162.3253784,1737555162.328149,1737555162.3282256
