iot_start, iot_end, edge_start1, edge_end1, cloud_start, cloud_end, edge_start2, edge_end2
1737562008.6488914,1737562093.1903007,1737562092.9608684,1737562093.0795553,1737562093.0901155,1737562093.1642368,1737562093.167226,1737562093.1673026
1737562008.6488914,1737562093.3205113,1737562092.9608684,1737562093.0795553,1737562093.0901155,1737562093.1642368,1737562093.167226,1737562093.1673026
1737562008.7665496,1737562100.8288794,1737562100.0664277,1737562100.2615402,1737562100.2778995,1737562100.8081753,1737562100.8107867,1737562100.8108625
1737562008.7665496,1737562100.8742146,1737562100.0664277,1737562100.2615402,1737562100.2778995,1737562100.8081753,1737562100.8107867,1737562100.8108625
1737562008.7665496,1737562100.9114926,1737562100.0664277,1737562100.2615402,1737562100.2778995,1737562100.8081753,1737562100.8107867,1737562100.8108625
1737562005.1465666,1737562113.124937,1737562112.369767,1737562112.964551,1737562112.9730537,1737562113.0962481,1737562113.0992696,1737562113.099352
1737562005.1465666,1737562113.153118,1737562112.369767,1737562112.964551,1737562112.9730537,1737562113.0962481,1737562113.0992696,1737562113.099352
1737562005.1465666,1737562113.1978238,1737562112.369767,1737562112.964551,1737562112.9730537,1737562113.0962481,1737562113.0992696,1737562113.099352
1737562005.1465666,1737562113.236764,1737562112.369767,1737562112.964551,1737562112.9730537,1737562113.0962481,1737562113.0992696,1737562113.099352
1737562008.2913659,1737562122.8432233,1737562122.6148958,1737562122.7317474,1737562122.7461352,1737562122.8171408,1737562122.8203416,1737562122.8204226
1737562008.2913659,1737562122.8865454,1737562122.6148958,1737562122.7317474,1737562122.7461352,1737562122.8171408,1737562122.8203416,1737562122.8204226
1737562008.2913659,1737562122.9291542,1737562122.6148958,1737562122.7317474,1737562122.7461352,1737562122.8171408,1737562122.8203416,1737562122.8204226
1737562008.2913659,1737562122.972984,1737562122.6148958,1737562122.7317474,1737562122.7461352,1737562122.8171408,1737562122.8203416,1737562122.8204226
1737562041.1827404,1737562177.2738414,1737562177.0394087,1737562177.1599905,1737562177.1717668,1737562177.2469757,1737562177.2500687,1737562177.2501671
1737562041.1827404,1737562177.3053956,1737562177.0394087,1737562177.1599905,1737562177.1717668,1737562177.2469757,1737562177.2500687,1737562177.2501671
1737562041.1827404,1737562177.3289394,1737562177.0394087,1737562177.1599905,1737562177.1717668,1737562177.2469757,1737562177.2500687,1737562177.2501671
1737562041.1827404,1737562177.355509,1737562177.0394087,1737562177.1599905,1737562177.1717668,1737562177.2469757,1737562177.2500687,1737562177.2501671
1737562068.4730842,1737562203.3375838,1737562203.1137455,1737562203.2319126,1737562203.2437491,1737562203.3144612,1737562203.3177173,1737562203.317791
1737562071.6828434,1737562249.9720006,1737562249.7087893,1737562249.8294547,1737562249.8425124,1737562249.9452696,1737562249.9486547,1737562249.9487367
1737562069.5659864,1737562250.0798197,1737562249.839078,1737562249.9593043,1737562249.973303,1737562250.0487366,1737562250.0518277,1737562250.0518668
1737562069.5659864,1737562250.109198,1737562249.839078,1737562249.9593043,1737562249.973303,1737562250.0487366,1737562250.0518277,1737562250.0518668
1737562069.5659864,1737562250.1544018,1737562249.839078,1737562249.9593043,1737562249.973303,1737562250.0487366,1737562250.0518277,1737562250.0518668
1737562069.5659864,1737562250.1997046,1737562249.839078,1737562249.9593043,1737562249.973303,1737562250.0487366,1737562250.0518277,1737562250.0518668
