iot_start, iot_end, edge_start1, edge_end1, cloud_start, cloud_end, edge_start2, edge_end2
1737560719.7969613,1737560720.1993237,1737560719.8954396,1737560720.0942948,1737560720.1059563,1737560720.1689026,1737560720.1717947,1737560720.1718497
1737560719.7969613,1737560720.2564797,1737560719.8954396,1737560720.0942948,1737560720.1059563,1737560720.1689026,1737560720.1717947,1737560720.1718497
1737560720.1052487,1737560721.4989994,1737560720.699769,1737560720.9682693,1737560720.9775414,1737560721.4773884,1737560721.4801786,1737560721.4802318
1737560720.1052487,1737560721.5480533,1737560720.699769,1737560720.9682693,1737560720.9775414,1737560721.4773884,1737560721.4801786,1737560721.4802318
1737560720.1052487,1737560721.59904,1737560720.699769,1737560720.9682693,1737560720.9775414,1737560721.4773884,1737560721.4801786,1737560721.4802318
1737560721.348073,1737560722.585177,1737560722.2220142,1737560722.446828,1737560722.4644456,1737560722.550628,1737560722.5539389,1737560722.554013
1737560724.0362542,1737560724.9811056,1737560724.412229,1737560724.8758662,1737560724.8878446,1737560724.950224,1737560724.9534788,1737560724.9535508
1737560724.0362542,1737560725.0028899,1737560724.412229,1737560724.8758662,1737560724.8878446,1737560724.950224,1737560724.9534788,1737560724.9535508
1737560724.0362542,1737560725.0453782,1737560724.412229,1737560724.8758662,1737560724.8878446,1737560724.950224,1737560724.9534788,1737560724.9535508
1737560724.0362542,1737560725.0754173,1737560724.412229,1737560724.8758662,1737560724.8878446,1737560724.950224,1737560724.9534788,1737560724.9535508
1737560724.0362542,1737560725.1194766,1737560724.412229,1737560724.8758662,1737560724.8878446,1737560724.950224,1737560724.9534788,1737560724.9535508
1737560724.6327481,1737560726.0293694,1737560725.2289402,1737560725.9075437,1737560725.9220932,1737560725.9969964,1737560726.0003753,1737560726.0004246
1737560724.6327481,1737560726.0663798,1737560725.2289402,1737560725.9075437,1737560725.9220932,1737560725.9969964,1737560726.0003753,1737560726.0004246
1737560724.6327481,1737560726.1005294,1737560725.2289402,1737560725.9075437,1737560725.9220932,1737560725.9969964,1737560726.0003753,1737560726.0004246
1737560726.476784,1737560727.005203,1737560726.5917883,1737560726.881768,1737560726.894468,1737560726.9853919,1737560726.9883633,1737560726.9884179
1737560726.476784,1737560727.0395162,1737560726.5917883,1737560726.881768,1737560726.894468,1737560726.9853919,1737560726.9883633,1737560726.9884179
1737560725.5109081,1737560727.4797144,1737560726.5019748,1737560726.9198308,1737560726.9341853,1737560727.4579935,1737560727.4610178,1737560727.4610944
1737560725.5109081,1737560727.517638,1737560726.5019748,1737560726.9198308,1737560726.9341853,1737560727.4579935,1737560727.4610178,1737560727.4610944
1737560725.5109081,1737560727.5653458,1737560726.5019748,1737560726.957883,1737560726.9729624,1737560727.4705422,1737560727.473195,1737560727.4736996
1737560725.5109081,1737560727.5823894,1737560726.5019748,1737560726.957883,1737560726.9729624,1737560727.4705422,1737560727.473195,1737560727.4736996
