iot_start, iot_end, edge_start1, edge_end1, cloud_start, cloud_end, edge_start2, edge_end2
1737560685.961328,1737560688.9154682,1737560688.18162,1737560688.2990146,1737560688.312901,1737560688.8126178,1737560688.8156357,1737560688.815713
1737560702.692323,1737560714.468998,1737560713.9157002,1737560714.0396893,1737560714.0498714,1737560714.4308846,1737560714.4401941,1737560714.4402466
1737560702.692323,1737560714.5051148,1737560713.9157002,1737560714.0396893,1737560714.0498714,1737560714.4308846,1737560714.4401941,1737560714.4402466
1737560766.8798113,1737560786.5705523,1737560785.9501073,1737560786.0761335,1737560786.088507,1737560786.4701655,1737560786.473605,1737560786.473669
1737560766.8798113,1737560786.8108544,1737560785.9501073,1737560786.0761335,1737560786.088507,1737560786.4701655,1737560786.473605,1737560786.473669
1737560766.8798113,1737560786.8762944,1737560785.9501073,1737560786.0761335,1737560786.088507,1737560786.4701655,1737560786.473605,1737560786.473669
1737560777.0118663,1737560790.803926,1737560790.5522304,1737560790.6734402,1737560790.685475,1737560790.7669747,1737560790.7814014,1737560790.7814908
1737560777.0118663,1737560790.829356,1737560790.5522304,1737560790.6734402,1737560790.685475,1737560790.7669747,1737560790.7814014,1737560790.7814908
1737560766.5870647,1737560793.2026918,1737560792.6628482,1737560793.0546055,1737560793.0778828,1737560793.175863,1737560793.1800714,1737560793.1801333
