iot_start, iot_end, edge_start1, edge_end1, cloud_start, cloud_end, edge_start2, edge_end2
1737558916.1072593,1737558916.5245721,1737558916.1437657,1737558916.2620895,1737558916.2750769,1737558916.486121,1737558916.4892583,1737558916.4893358
1737559219.2939165,1737559219.6952736,1737559219.3730748,1737559219.49175,1737559219.5054545,1737559219.5994835,1737559219.602158,1737559219.6022317
1737559219.2939165,1737559219.8667555,1737559219.3730748,1737559219.49175,1737559219.5054545,1737559219.5994835,1737559219.602158,1737559219.6022317
1737559219.2939165,1737559219.9266524,1737559219.3730748,1737559219.49175,1737559219.5054545,1737559219.5994835,1737559219.602158,1737559219.6022317
1737559219.2939165,1737559220.0034297,1737559219.3730748,1737559219.49175,1737559219.5054545,1737559219.5994835,1737559219.602158,1737559219.6022317
1737559219.2939165,1737559220.055364,1737559219.3730748,1737559219.49175,1737559219.5054545,1737559219.5994835,1737559219.602158,1737559219.6022317
1737559219.2939165,1737559220.0885465,1737559219.3730748,1737559219.49175,1737559219.5054545,1737559219.5994835,1737559219.602158,1737559219.6022317
1737559268.7677233,1737559269.0963547,1737559268.8028,1737559268.9240797,1737559268.9418411,1737559269.0145082,1737559269.0180457,1737559269.018124
1737559268.7677233,1737559269.128439,1737559268.8028,1737559268.9240797,1737559268.9418411,1737559269.0145082,1737559269.0180457,1737559269.018124
1737559268.7677233,1737559269.1641088,1737559268.8028,1737559268.9240797,1737559268.9418411,1737559269.0145082,1737559269.0180457,1737559269.018124
1737559268.7677233,1737559269.187567,1737559268.8028,1737559268.9240797,1737559268.9418411,1737559269.0145082,1737559269.0180457,1737559269.018124
1737559268.7677233,1737559269.2074933,1737559268.8028,1737559268.9240797,1737559268.9418411,1737559269.0145082,1737559269.0180457,1737559269.018124
